Ma_sinh_vien,Ho,Ten,Gioi_tinh,Ngay_sinh,Mail,Di_dong,CMND,Hoc_bong,Ma_khoa
C0221,Lý Ngọc,Ngân,FALSE,1999-05-19 0:00:00,lnngan@gmail.com,168808232,315602028410,0,CN
C0222,Lê Thảo,Trúc,FALSE,1999-11-11 0:00:00,lttruc@gmail.com,913527668,409074012627,0,CN
C0223,Khương Minh,Tâm,TRUE,1999-04-12 0:00:00,kmtam@gmail.com,913065257,158993544183,0,CN
C0224,Lê Nam,Bảo,TRUE,1999-08-21 0:00:00,lnbao@gmail.com,913472857,420187384946,1000000,CN
C0225,Lý Văn Minh,Phong,TRUE,1999-02-14 0:00:00,lvmphong@gmail.com,913457646,872247317474,3000000,CN
C0226,Lý Nam,Huy,TRUE,1999-11-30 0:00:00,lnhuy@gmail.com,168082065,811978367716,2000000,CN
C0227,Lê Thanh,Minh,FALSE,1999-10-02 0:00:00,ltminh@gmail.com,913801829,788593931103,1000000,CN
C0228,Trần Thị,Hoa,FALSE,1999-07-30 0:00:00,tthoa@gmail.com,987409934,630098889607,2000000,CN
C0229,Đặng Vĩnh,Thiệu,TRUE,1999-08-04 0:00:00,dvthieu@gmail.com,913072249,297842881441,3000000,CN
C0230,Hoàng Thảo,Ly,FALSE,1999-07-12 0:00:00,htly@gmail.com,168122865,465398714288,2000000,CN
C0231,Bạch Thị,Lan,FALSE,1999-12-17 0:00:00,btlan@gmail.com,168886346,371107521416,3000000,CN
C0232,Phạm Nam,Trọng,TRUE,1999-12-15 0:00:00,pntrong@gmail.com,168666184,273278687887,3000000,CN
C0233,Lâm Thảo,Nga,FALSE,1999-10-10 0:00:00,ltnga@gmail.com,913785334,475458534132,1000000,CN
C0234,Hoàng Văn Minh,Tuấn,TRUE,1999-11-30 0:00:00,hvmtuan@gmail.com,987542323,719916879915,2000000,CN
C0235,Nguyễn Văn Minh,Sinh,TRUE,1999-04-25 0:00:00,nvmsinh@gmail.com,987145366,215138762296,3000000,CN
C0236,Vương Thảo,Thúy,FALSE,1999-03-12 0:00:00,vtthuy@gmail.com,913439485,664247371785,3000000,CN
C0237,Đàm Bạch,Thu,TRUE,1999-04-27 0:00:00,dbthu@gmail.com,913245348,644731719742,2000000,CN
C0238,Đàm Phú,Ngân,TRUE,1999-02-20 0:00:00,dpngan@gmail.com,913155199,517555182893,3000000,CN
C0239,Vương Thị Thảo,Hương,FALSE,1999-04-05 0:00:00,vtthuong@gmail.com,168365514,954454846584,3000000,CN
C0240,Phạm Thị,Hương,FALSE,1999-06-19 0:00:00,pthuong@gmail.com,168755546,122176168587,0,CN
C0241,Hoàng Vĩnh,Phong,TRUE,1999-11-02 0:00:00,hvphong@gmail.com,987589308,784520351463,1000000,CN
C0242,Lê Mạnh,Kiệt,TRUE,1999-06-19 0:00:00,lmkiet@gmail.com,987167158,567008265666,1000000,CN
C0243,Đàm Thanh,Mỹ,FALSE,1999-01-30 0:00:00,dtmy@gmail.com,168645382,455674846206,0,CN
C0244,Đàm Văn Minh,Huy,TRUE,1999-10-24 0:00:00,dvmhuy@gmail.com,168643111,740353841518,3000000,CN
C0245,Cao Minh,Thu,FALSE,1999-11-20 0:00:00,cmthu@gmail.com,913165000,776823107760,3000000,CN
C0246,Lý Văn Minh,Huy,TRUE,1999-06-16 0:00:00,lvmhuy@gmail.com,168415361,578635737915,1000000,CN
C0247,Văn Thị,Hạnh,FALSE,1999-05-03 0:00:00,vthanh@gmail.com,913612725,960863852316,3000000,CN
C0248,Trần Thảo,Loan,FALSE,1999-11-28 0:00:00,ttloan@gmail.com,168682529,59334162158,1000000,CN
C0249,Khương Thị Thanh,Trúc,FALSE,1999-12-07 0:00:00,ktttruc@gmail.com,987596866,435669451418,0,CN
C0250,Bạch Thanh,Ngân,TRUE,1999-07-26 0:00:00,btngan@gmail.com,987428634,978391626213,2000000,CN
C0251,Thái Nam,Thăng,TRUE,1999-07-03 0:00:00,tnthang@gmail.com,987143032,493601403416,1000000,CN
C0252,Mã Thị,Dung,FALSE,1999-09-24 0:00:00,mtdung@gmail.com,913177843,528505955319,2000000,CN
C0253,Lâm Thị Thanh,Dung,FALSE,1999-09-21 0:00:00,lttdung@gmail.com,913154086,442454372516,1000000,CN
C0254,Mã Văn Minh,Huy,TRUE,1999-04-06 0:00:00,mvmhuy@gmail.com,168338447,786333949615,2000000,CN
C0255,Thái Thảo,Dung,FALSE,1999-08-21 0:00:00,ttdung@gmail.com,913010383,413876632445,0,CN
C0256,Văn Thị Thảo,Trúc,FALSE,1999-04-05 0:00:00,vtttruc@gmail.com,168037798,561556400187,2000000,CN
C0257,Phạm Văn,Vỹ,TRUE,1999-10-16 0:00:00,pvvy@gmail.com,168005838,533440698171,2000000,CN
C0258,Lâm Văn Minh,Thiện,TRUE,1999-06-14 0:00:00,lvmthien@gmail.com,913623786,245238461763,0,CN
C0259,Đinh Thảo,Ly,FALSE,1999-11-03 0:00:00,dtly@gmail.com,987502362,710813317041,1000000,CN
C0260,Vương Phương,Phương,TRUE,1999-08-20 0:00:00,vpphuong@gmail.com,987494605,657287375936,1000000,CN
C0261,Mã Nam,Thiệu,TRUE,1999-02-04 0:00:00,mnthieu@gmail.com,168256599,192854188738,3000000,CN
C0262,Lý Thanh,Thanh,TRUE,1999-03-18 0:00:00,ltthanh@gmail.com,168552725,727352692342,2000000,CN
C0263,Văn Mạnh,Tuấn,TRUE,1999-10-04 0:00:00,vmtuan@gmail.com,168146172,476452288745,0,CN
C0264,Vương Thị,Nhung,FALSE,1999-09-03 0:00:00,vtnhung@gmail.com,913534986,636662819094,3000000,CN
C0265,Trần Thị Thanh,Nga,FALSE,1999-07-12 0:00:00,tttnga@gmail.com,913246228,743834971334,3000000,CN
C0266,Khương Thanh,Thanh,TRUE,1999-10-05 0:00:00,ktthanh@gmail.com,913405469,728064086261,1000000,CN
C0267,Văn Thảo,Đào,FALSE,1999-06-17 0:00:00,vtdao@gmail.com,913841754,135538101757,0,CN
C0268,Cao Thanh,Phương,FALSE,1999-01-10 0:00:00,ctphuong@gmail.com,168347224,568390144371,1000000,CN
C0269,Văn Thị Thanh,Hoa,FALSE,1999-10-26 0:00:00,vtthoa@gmail.com,913387001,930186018512,2000000,CN
C0270,Phạm Văn Minh,Thiện,TRUE,1999-12-28 0:00:00,pvmthien@gmail.com,913789035,327285592447,0,CN
C0271,Cao Thị Thanh,Ly,FALSE,1999-11-05 0:00:00,cttly@gmail.com,913477333,107648372513,1000000,CN
C0272,Thái Nam,Dũng,TRUE,1999-08-12 0:00:00,tndung@gmail.com,913486853,701413814886,0,CN
C0273,Phạm Nam,Huy,TRUE,1999-09-11 0:00:00,pnhuy@gmail.com,987835875,554276843252,1000000,CN
C0274,Lâm Nam,Trọng,TRUE,1999-10-13 0:00:00,lntrong@gmail.com,987756143,467448403122,2000000,CN
C0275,Mã Minh,Thu,TRUE,1999-02-12 0:00:00,mmthu@gmail.com,987622479,675044723881,3000000,CN
C0276,Cao Thị Thảo,Hoa,FALSE,1999-03-18 0:00:00,ctthoa@gmail.com,913451087,234623161757,0,CN
C0277,Cao Thảo,Dung,FALSE,1999-10-26 0:00:00,ctdung@gmail.com,987544075,267720652577,1000000,CN
C0278,Mã Thị,Đào,FALSE,1999-11-03 0:00:00,mtdao@gmail.com,168284321,644560584027,1000000,CN
C0279,Khương Thị,Nga,FALSE,1999-01-18 0:00:00,ktnga@gmail.com,913426271,174045735111,1000000,CN
C0280,Lê Văn Minh,Mẫn,TRUE,1999-12-20 0:00:00,lvmman@gmail.com,913628639,686590649728,0,CN
C0281,Lê Thảo,Thúy,FALSE,1999-06-21 0:00:00,ltthuy@gmail.com,987663246,278275763558,1000000,CN
C0282,Khương Thị,Hương,FALSE,1999-09-28 0:00:00,kthuong@gmail.com,168329787,577130294627,1000000,CN
C0283,Lý Thị Thảo,Thúy,FALSE,1999-01-03 0:00:00,lttthuy@gmail.com,987834882,668740458309,3000000,CN
C0284,Mã Thị,Mai,FALSE,1999-08-19 0:00:00,mtmai@gmail.com,168645813,924236927123,3000000,CN
C0285,Cao Văn Minh,Kiệt,TRUE,1999-04-06 0:00:00,cvmkiet@gmail.com,987425958,565525652546,2000000,CN
C0286,Lâm Thanh,Ngọc,FALSE,1999-08-20 0:00:00,ltngoc@gmail.com,913745772,848276576011,3000000,CN
C0287,Lý Văn Minh,Bảo,TRUE,1999-09-03 0:00:00,lvmbao@gmail.com,987173323,865414829628,3000000,CN
C0288,Mã Phú,Tâm,FALSE,1999-05-04 0:00:00,mptam@gmail.com,987112375,748711051357,2000000,CN
C0289,Đặng Vĩnh,Sinh,TRUE,1999-12-06 0:00:00,dvsinh@gmail.com,913144178,474432156349,3000000,CN
C0290,Phạm Phú,Mỹ,TRUE,1999-03-15 0:00:00,ppmy@gmail.com,913723178,517937343803,0,CN
C0291,Lê Vĩnh,Thiệu,TRUE,1999-12-21 0:00:00,lvthieu@gmail.com,913631111,285762358672,3000000,CN
C0292,Phạm Thị Thảo,Thúy,FALSE,1999-11-21 0:00:00,pttthuy@gmail.com,913421218,658938261777,2000000,CN
C0293,Đàm Ngọc,Mỹ,FALSE,1999-01-05 0:00:00,dnmy@gmail.com,987240790,631403439411,0,CN
C0294,Phạm Nam,Bảo,TRUE,1999-12-30 0:00:00,pnbao@gmail.com,987586638,968772828515,1000000,CN
C0295,Lê Thị Thanh,Hạnh,FALSE,1999-12-19 0:00:00,ltthanh@gmail.com,987167840,766344276483,1000000,CN
C0296,Phạm Thảo,Nga,FALSE,1999-07-16 0:00:00,ptnga@gmail.com,987347124,608131117293,1000000,CN
C0297,Lý Vĩnh,Phong,TRUE,1999-03-17 0:00:00,lvphong@gmail.com,987478501,443223214141,1000000,CN
C0298,Hoàng Phú,Thanh,FALSE,1999-12-17 0:00:00,hpthanh@gmail.com,913241042,141276933478,3000000,CN
C0299,Đặng Văn,Thiện,TRUE,1999-05-10 0:00:00,dvthien@gmail.com,987417864,466344267402,3000000,CN
C0300,Vương Thanh,Mỹ,FALSE,1999-04-01 0:00:00,vtmy@gmail.com,913752447,176775567182,1000000,CN
C0301,Bạch Văn Minh,Bảo,TRUE,1999-02-16 0:00:00,bvmbao@gmail.com,168340188,567057612357,0,CN
C0302,Đặng Thị,Nhung,FALSE,1999-02-03 0:00:00,dtnhung@gmail.com,168434753,865782549233,0,CN
C0303,Đặng Văn Minh,Phong,TRUE,1999-01-11 0:00:00,dvmphong@gmail.com,168221742,321731414280,1000000,CN
C0304,Văn Phú,Thu,FALSE,1999-03-19 0:00:00,vpthu@gmail.com,987617367,431068204211,3000000,CN
C0305,Lê Ngọc,Ngân,FALSE,1999-09-09 0:00:00,lnngan@gmail.com,913120844,825417777847,0,CN
C0306,Lý Văn,Thiệu,TRUE,1999-08-14 0:00:00,lvthieu@gmail.com,987938967,167338898052,1000000,CN
C0307,Trần Phú,Ngân,TRUE,1999-07-13 0:00:00,tpngan@gmail.com,987660853,550458718916,2000000,CN
C0308,Phạm Văn,Vỹ,TRUE,1999-07-10 0:00:00,pvvy@gmail.com,913574585,821466721543,2000000,CN
C0309,Vương Thị Thanh,Thúy,FALSE,1999-02-17 0:00:00,vttthuy@gmail.com,987328783,684097855865,1000000,CN
C0310,Lý Mạnh,Hòa,TRUE,1999-09-28 0:00:00,lmhoa@gmail.com,168268448,703752622535,1000000,CN
C0311,Lý Vĩnh,Bảo,TRUE,1999-06-09 0:00:00,lvbao@gmail.com,913383664,792622751460,0,CN
C0312,Phạm Thị Thanh,Nga,FALSE,1999-05-09 0:00:00,pttnga@gmail.com,987723351,230986272888,0,CN
C0313,Phạm Văn Minh,Tân,TRUE,1999-05-15 0:00:00,pvmtan@gmail.com,987074511,225947227786,3000000,CN
C0314,Lý Văn Minh,Thiện,TRUE,1999-03-18 0:00:00,lvmthien@gmail.com,987512695,393593434388,1000000,CN
C0315,Phạm Mạnh,Trọng,TRUE,1999-06-05 0:00:00,pmtrong@gmail.com,913823544,737358165273,0,CN
C0316,Lê Nam,Phong,TRUE,1999-12-06 0:00:00,lnphong@gmail.com,913225878,142334524318,2000000,CN
C0317,Hoàng Văn,Thăng,TRUE,1999-04-08 0:00:00,hvthang@gmail.com,987202080,484690170577,2000000,CN
C0318,Lê Nam,Tuấn,TRUE,1999-07-19 0:00:00,lntuan@gmail.com,987833368,225891886981,2000000,CN
C0319,Đàm Vĩnh,Sang,TRUE,1999-06-28 0:00:00,dvsang@gmail.com,168574152,829562146291,3000000,CN
C0320,Bạch Vĩnh,Tân,TRUE,1999-06-27 0:00:00,bvtan@gmail.com,168757418,391475170745,1000000,CN
C0321,Trần Văn,Bảo,TRUE,1999-04-28 0:00:00,tvbao@gmail.com,168814266,215531145419,2000000,CN
C0322,Đàm Minh,Ngọc,TRUE,1999-06-04 0:00:00,dmngoc@gmail.com,987502479,724714161305,3000000,CN
C0323,Lý Thảo,Thúy,FALSE,1999-03-14 0:00:00,ltthuy@gmail.com,913254961,262183313635,2000000,CN
C0324,Vương Thảo,Nhung,FALSE,1999-09-06 0:00:00,vtnhung@gmail.com,913463385,263477283328,2000000,CN
C0325,Đàm Văn Minh,Bảo,TRUE,1999-03-05 0:00:00,dvmbao@gmail.com,913163855,305297935133,3000000,CN
C0326,Mã Thị Thảo,Lan,FALSE,1999-11-29 0:00:00,mttlan@gmail.com,987165336,515355143421,2000000,CN
C0327,Cao Thị Thảo,Nga,FALSE,1999-10-10 0:00:00,cttnga@gmail.com,913106245,304077884474,2000000,CN
C0328,Mã Thảo,Lan,FALSE,1999-09-17 0:00:00,mtlan@gmail.com,987660266,386236792877,0,CN
C0329,Cao Mạnh,Sang,TRUE,1999-10-29 0:00:00,cmsang@gmail.com,987453151,457662022369,0,CN
C0330,Đặng Văn,Mẫn,TRUE,1999-05-15 0:00:00,dvman@gmail.com,168767430,324977841848,3000000,CN
C0331,Đinh Nam,Vỹ,TRUE,1999-03-28 0:00:00,dnvy@gmail.com,913647328,827442877249,0,CN
C0332,Cao Ngọc,Tâm,TRUE,1999-04-17 0:00:00,cntam@gmail.com,913476743,236022722732,3000000,CN
C0333,Mã Thị Thanh,Hoa,FALSE,1999-10-23 0:00:00,mtthoa@gmail.com,913516276,893541229376,1000000,CN
C0334,Trần Thị Thanh,Hạnh,FALSE,1999-07-30 0:00:00,ttthanh@gmail.com,913740286,484687622369,2000000,CN
C0335,Trần Văn,Bảo,TRUE,1999-05-30 0:00:00,tvbao@gmail.com,987666472,257335971215,2000000,CN
C0336,Lý Ngọc,Ngọc,FALSE,1999-03-28 0:00:00,lnngoc@gmail.com,987287122,608714303340,1000000,CN
C0337,Mã Ngọc,Ngọc,TRUE,1999-03-28 0:00:00,mnngoc@gmail.com,913966654,812761468098,1000000,CN
C0338,Lê Mạnh,Tuấn,TRUE,1999-07-24 0:00:00,lmtuan@gmail.com,913242580,665054484814,2000000,CN
C0339,Đặng Mạnh,Trọng,TRUE,1999-01-06 0:00:00,dmtrong@gmail.com,168751034,337042722967,3000000,CN
C0340,Mã Minh,Ngọc,TRUE,1999-01-02 0:00:00,mmngoc@gmail.com,168217253,174252674983,2000000,CN
C0341,Hoàng Văn Minh,Thiệu,TRUE,1999-01-30 0:00:00,hvmthieu@gmail.com,168337178,806426936453,3000000,CN
C0342,Lâm Bạch,Thu,FALSE,1999-03-22 0:00:00,lbthu@gmail.com,913615992,970785432613,3000000,CN
C0343,Lê Minh,Mỹ,TRUE,1999-05-30 0:00:00,lmmy@gmail.com,987757975,323118819457,2000000,CN
C0344,Khương Nam,Trọng,TRUE,1999-08-28 0:00:00,kntrong@gmail.com,913311163,153886389825,2000000,CN
C0345,Lê Thanh,Phương,FALSE,1999-10-24 0:00:00,ltphuong@gmail.com,913068695,433244574543,2000000,CN
C0346,Lê Mạnh,Trọng,TRUE,1999-10-11 0:00:00,lmtrong@gmail.com,168916456,892558960163,3000000,CN
C0347,Cao Vĩnh,Thăng,TRUE,1999-04-03 0:00:00,cvthang@gmail.com,987585795,846222863129,1000000,CN
C0348,Hoàng Văn,Thăng,TRUE,1999-07-11 0:00:00,hvthang@gmail.com,913382336,382488420871,0,CN
C0349,Bạch Văn Minh,Trọng,TRUE,1999-11-20 0:00:00,bvmtrong@gmail.com,168553907,416412832724,1000000,CN
C0350,Lý Nam,Thiệu,TRUE,1999-06-30 0:00:00,lnthieu@gmail.com,168768752,169376078307,0,CN
C0351,Lý Minh,Ngọc,FALSE,1999-08-22 0:00:00,lmngoc@gmail.com,987245552,443156294245,0,CN
C0352,Khương Vĩnh,Sang,TRUE,1999-09-09 0:00:00,kvsang@gmail.com,987133222,562111734517,0,CN
C0353,Nguyễn Thị Thanh,Mai,FALSE,1999-02-02 0:00:00,nttmai@gmail.com,913146727,530132447471,3000000,CN
C0354,Bạch Văn Minh,Vỹ,TRUE,1999-08-17 0:00:00,bvmvy@gmail.com,913307826,329446477508,3000000,CN
C0355,Văn Thị,Mai,FALSE,1999-11-10 0:00:00,vtmai@gmail.com,987327541,855354458643,0,CN
C0356,Phạm Vĩnh,Thăng,TRUE,1999-05-10 0:00:00,pvthang@gmail.com,913519421,552719389531,0,CN
C0357,Lê Thị,Hoa,FALSE,1999-08-24 0:00:00,lthoa@gmail.com,168168028,407376423068,3000000,CN
C0358,Cao Thị Thanh,Hạnh,FALSE,1999-07-10 0:00:00,ctthanh@gmail.com,913746759,654616392721,2000000,CN
C0359,Phạm Thị,Dung,FALSE,1999-02-08 0:00:00,ptdung@gmail.com,987589558,451397858115,1000000,CN
C0360,Lý Thảo,Trúc,FALSE,1999-10-26 0:00:00,lttruc@gmail.com,913675221,622764403001,2000000,CN
C0361,Cao Văn Minh,Bảo,TRUE,1999-09-25 0:00:00,cvmbao@gmail.com,913979117,252518433976,0,CN
C0362,Bạch Thảo,Đào,FALSE,1999-12-03 0:00:00,btdao@gmail.com,913650229,987464141763,0,CN
C0363,Thái Thị Thanh,Nhung,FALSE,1999-03-04 0:00:00,tttnhung@gmail.com,987134595,767910625784,3000000,CN
C0364,Hoàng Bạch,Thanh,FALSE,1999-09-19 0:00:00,hbthanh@gmail.com,168382637,601434691532,1000000,CN
C0365,Đàm Thảo,Hoa,FALSE,1999-01-26 0:00:00,dthoa@gmail.com,987787693,440378306175,2000000,CN
C0366,Hoàng Mạnh,Dũng,TRUE,1999-01-03 0:00:00,hmdung@gmail.com,913740520,660578880739,2000000,CN
C0367,Mã Thảo,Đào,FALSE,1999-08-13 0:00:00,mtdao@gmail.com,987752185,326263235327,2000000,CN
C0368,Hoàng Minh,Phương,TRUE,1999-04-19 0:00:00,hmphuong@gmail.com,913851747,11899180155,1000000,CN
C0369,Đinh Minh,Ngọc,TRUE,1999-03-12 0:00:00,dmngoc@gmail.com,913372711,322839772389,1000000,CN
C0370,Đinh Vĩnh,Hiệu,TRUE,1999-02-16 0:00:00,dvhieu@gmail.com,913458858,467391937338,0,CN
C0371,Đặng Vĩnh,Phong,TRUE,1999-11-15 0:00:00,dvphong@gmail.com,913025122,677115378572,1000000,CN
C0372,Phạm Văn,Phong,TRUE,1999-10-08 0:00:00,pvphong@gmail.com,168302791,766963468652,3000000,CN
C0373,Lê Nam,Thăng,TRUE,1999-03-03 0:00:00,lnthang@gmail.com,987431127,383667868641,3000000,CN
C0374,Cao Ngọc,Tâm,FALSE,1999-05-25 0:00:00,cntam@gmail.com,913022063,954521697456,2000000,CN
C0375,Vương Thanh,Mỹ,FALSE,1999-07-27 0:00:00,vtmy@gmail.com,913883144,405724023346,2000000,CN
C0376,Đặng Thị,Đào,FALSE,1999-09-03 0:00:00,dtdao@gmail.com,913320945,407522736824,2000000,CN
C0377,Đặng Nam,Phong,TRUE,1999-06-04 0:00:00,dnphong@gmail.com,168124384,855644595843,0,CN
C0378,Lê Mạnh,Lộc,TRUE,1999-12-14 0:00:00,lmloc@gmail.com,987258175,612874258236,2000000,CN
C0379,Lê Thanh,Thanh,TRUE,1999-03-06 0:00:00,ltthanh@gmail.com,168860848,90353155495,1000000,CN
C0380,Phạm Thảo,Đào,FALSE,1999-10-21 0:00:00,ptdao@gmail.com,168946061,165023447739,1000000,CN
C0381,Phạm Thanh,Thu,TRUE,1999-04-03 0:00:00,ptthu@gmail.com,987638743,287491168551,3000000,CN
C0382,Cao Văn,Sang,TRUE,1999-07-01 0:00:00,cvsang@gmail.com,987723185,133752746562,1000000,CN
C0383,Phạm Vĩnh,Mẫn,TRUE,1999-08-19 0:00:00,pvman@gmail.com,168358355,898335195651,1000000,CN
C0384,Bạch Văn Minh,Thiện,TRUE,1999-09-16 0:00:00,bvmthien@gmail.com,987573143,781449277489,2000000,CN
C0385,Văn Minh,Phương,TRUE,1999-06-04 0:00:00,vmphuong@gmail.com,987447780,634872681822,3000000,CN
C0386,Lý Văn,Sinh,TRUE,1999-05-16 0:00:00,lvsinh@gmail.com,168784496,213174971504,1000000,CN
C0387,Lê Bạch,Ngân,FALSE,1999-04-29 0:00:00,lbngan@gmail.com,913158437,647119351103,0,CN
C0388,Đàm Phương,Phương,TRUE,1999-05-16 0:00:00,dpphuong@gmail.com,913576289,330183766453,1000000,CN
C0389,Đặng Văn Minh,Sinh,TRUE,1999-10-14 0:00:00,dvmsinh@gmail.com,913972195,715200085085,3000000,CN
C0390,Đàm Văn Minh,Tuấn,TRUE,1999-01-11 0:00:00,dvmtuan@gmail.com,913646716,164553117545,1000000,CN
C0391,Phạm Minh,Minh,FALSE,1999-08-05 0:00:00,pmminh@gmail.com,987864567,792446474853,0,CN
C0392,Bạch Thị Thảo,Hương,FALSE,1999-05-13 0:00:00,btthuong@gmail.com,987661544,881455473079,2000000,CN
C0393,Thái Thanh,Ngân,TRUE,1999-04-21 0:00:00,ttngan@gmail.com,168964124,772024117633,2000000,CN
C0394,Phạm Mạnh,Hòa,TRUE,1999-07-16 0:00:00,pmhoa@gmail.com,913776626,518881139587,2000000,CN
C0395,Lý Nam,Sang,TRUE,1999-01-20 0:00:00,lnsang@gmail.com,987787611,203587828878,0,CN
C0396,Thái Văn Minh,Vỹ,TRUE,1999-02-09 0:00:00,tvmvy@gmail.com,987422401,869685821416,2000000,CN
C0397,Lý Ngọc,Mỹ,FALSE,1999-10-04 0:00:00,lnmy@gmail.com,168217858,153105244149,1000000,CN
C0398,Lê Thị Thảo,Hương,FALSE,1999-03-26 0:00:00,ltthuong@gmail.com,987130461,265431322613,0,CN
C0399,Thái Nam,Dũng,TRUE,1999-06-07 0:00:00,tndung@gmail.com,168469465,468130418174,0,CN
C0400,Văn Vĩnh,Hòa,TRUE,1999-11-04 0:00:00,vvhoa@gmail.com,168314165,745895563489,1000000,CN
C0401,Bạch Bạch,Mỹ,TRUE,1999-12-14 0:00:00,bbmy@gmail.com,913696887,966406308632,2000000,CN
C0402,Đàm Văn Minh,Thiệu,TRUE,1999-06-25 0:00:00,dvmthieu@gmail.com,168547454,269426565563,0,CN
C0403,Phạm Văn,Thiện,TRUE,1999-06-17 0:00:00,pvthien@gmail.com,168528593,495604827305,3000000,CN
C0404,Mã Phú,Ngân,TRUE,1999-07-15 0:00:00,mpngan@gmail.com,913437123,664955067082,1000000,CN
C0405,Trần Văn,Thiện,TRUE,1999-06-04 0:00:00,tvthien@gmail.com,168147443,419623773784,0,CN
C0406,Lý Văn Minh,Hòa,TRUE,1999-08-13 0:00:00,lvmhoa@gmail.com,913927862,344581462123,1000000,CN
C0407,Văn Thảo,Nga,FALSE,1999-11-12 0:00:00,vtnga@gmail.com,913605725,727613041154,0,CN
C0408,Bạch Văn Minh,Huy,TRUE,1999-10-31 0:00:00,bvmhuy@gmail.com,913155223,748361353094,0,CN
C0409,Lê Thảo,Đào,FALSE,1999-12-24 0:00:00,ltdao@gmail.com,987823857,959896767246,3000000,CN
C0410,Bạch Vĩnh,Hòa,TRUE,1999-07-12 0:00:00,bvhoa@gmail.com,168042708,424682249749,0,CN
C0411,Nguyễn Thảo,Loan,FALSE,1999-04-15 0:00:00,ntloan@gmail.com,987313288,904298249266,0,CN
C0412,Nguyễn Nam,Thiệu,TRUE,1999-04-17 0:00:00,nnthieu@gmail.com,913855537,814739989223,2000000,CN
C0413,Đặng Thị,Hương,FALSE,1999-05-06 0:00:00,dthuong@gmail.com,168239351,723218867800,3000000,CN
C0414,Hoàng Văn Minh,Huy,TRUE,1999-05-30 0:00:00,hvmhuy@gmail.com,913801080,623285012352,0,CN
C0415,Lâm Thảo,Đào,FALSE,1999-07-29 0:00:00,ltdao@gmail.com,987853510,525966824756,3000000,CN
C0416,Nguyễn Vĩnh,Mẫn,TRUE,1999-11-27 0:00:00,nvman@gmail.com,168473575,378316442265,3000000,CN
C0417,Phạm Bạch,Thanh,FALSE,1999-11-04 0:00:00,pbthanh@gmail.com,913287358,124861541472,2000000,CN
C0418,Văn Thảo,Đào,FALSE,1999-03-28 0:00:00,vtdao@gmail.com,913426348,878807822259,0,CN
C0419,Đàm Phú,Thu,FALSE,1999-07-05 0:00:00,dpthu@gmail.com,987548311,261617747295,2000000,CN
C0420,Lê Thanh,Ngọc,TRUE,1999-05-17 0:00:00,ltngoc@gmail.com,987762034,466762388281,0,CN
C0421,Lý Ngọc,Minh,TRUE,1999-12-17 0:00:00,lnminh@gmail.com,913190884,623561787618,0,CN
C0422,Đàm Thị Thanh,Đào,FALSE,1999-09-22 0:00:00,dttdao@gmail.com,987257288,373848017676,2000000,CN
C0423,Bạch Văn Minh,Huy,TRUE,1999-06-16 0:00:00,bvmhuy@gmail.com,913661354,405166524955,1000000,CN
C0424,Lê Minh,Ngân,FALSE,1999-11-18 0:00:00,lmngan@gmail.com,168866174,751233823415,2000000,CN
C0425,Phạm Nam,Mẫn,TRUE,1999-02-25 0:00:00,pnman@gmail.com,987754427,113160062314,1000000,CN
C0426,Hoàng Thị Thanh,Trúc,FALSE,1999-08-13 0:00:00,htttruc@gmail.com,913947364,474765324352,0,CN
C0427,Phạm Thị Thảo,Trúc,FALSE,1999-03-30 0:00:00,ptttruc@gmail.com,913376279,64797856644,1000000,CN
C0428,Đàm Thị,Đào,FALSE,1999-04-06 0:00:00,dtdao@gmail.com,987979211,138455662716,0,CN
C0429,Bạch Văn Minh,Sang,TRUE,1999-02-19 0:00:00,bvmsang@gmail.com,913085423,745958641977,3000000,CN
C0430,Trần Thị Thanh,Trúc,FALSE,1999-01-29 0:00:00,ttttruc@gmail.com,913652765,509327444582,3000000,CN
C0431,Đàm Vĩnh,Thiệu,TRUE,1999-03-18 0:00:00,dvthieu@gmail.com,913103188,762646256483,3000000,CN
C0432,Lâm Thị,Trúc,FALSE,1999-10-20 0:00:00,lttruc@gmail.com,913202668,920028470687,0,CN
C0433,Đàm Thị Thanh,Mai,FALSE,1999-03-03 0:00:00,dttmai@gmail.com,168815466,347248682172,3000000,CN
C0434,Đinh Vĩnh,Lộc,TRUE,1999-03-05 0:00:00,dvloc@gmail.com,168900815,431419796621,0,CN
C0435,Văn Vĩnh,Kiệt,TRUE,1999-03-03 0:00:00,vvkiet@gmail.com,987468614,852712763847,0,CN
C0436,Lâm Thị Thanh,Dung,FALSE,1999-11-24 0:00:00,lttdung@gmail.com,168753165,971746450069,2000000,CN
C0437,Cao Mạnh,Tuấn,TRUE,1999-09-06 0:00:00,cmtuan@gmail.com,168199643,267875746614,3000000,CN
C0438,Trần Thảo,Hương,FALSE,1999-09-29 0:00:00,tthuong@gmail.com,168586159,844584778613,3000000,CN
C0439,Đàm Thị,Lan,FALSE,1999-08-22 0:00:00,dtlan@gmail.com,987462616,457545338698,0,CN
C0440,Vương Mạnh,Sang,TRUE,1999-03-21 0:00:00,vmsang@gmail.com,987382669,472767734242,1000000,CN
C0441,Văn Thị Thanh,Hạnh,FALSE,1999-06-07 0:00:00,vtthanh@gmail.com,987633418,14224497717,3000000,CN
